,SecurityName,Identifier,Date,ColorValue,ColorMatch,Benchmark,QuoteType,ColorType,Size,SectorType,Tier,TierDesignation,Region,MdColorId,GroupingKey,LineNumber
1239,Bond C,CCCCCCCCC,2018-05-17 21:24:00,164.0,164,,SPREAD,OFFER,,CORP,1,A,India,967578976,9def958f-249e-4776-87f6-d4b2c73df112,20.0
1240,Bond C,CCCCCCCCC,2018-05-17 21:24:00,90.34,90.34,,PRICE,BID,,CORP,1,A,India,967578977,9def958f-249e-4776-87f6-d4b2c73df112,20.0
1241,Bond C,CCCCCCCCC,2018-05-17 21:24:00,90.66,90.66,,PRICE,OFFER,,CORP,1,A,India,967578978,9def958f-249e-4776-87f6-d4b2c73df112,20.0
1242,Bond C,CCCCCCCCC,2018-05-17 21:24:00,4.81,4.81,YTC,YIELD,BID,,CORP,1,A,India,967578979,9def958f-249e-4776-87f6-d4b2c73df112,20.0
1243,Bond C,CCCCCCCCC,2018-05-17 21:24:00,4.76,4.76,YTC,YIELD,OFFER,,CORP,1,A,India,967578980,9def958f-249e-4776-87f6-d4b2c73df112,20.0
1244,Bond C,CCCCCCCCC,2018-05-18 01:51:00,165.0,165,,SPREAD,BID,,CORP,1,B,India,967594718,dd8b05ce-b318-4e2f-83d0-b9c1fde30905,17.0
1245,Bond C,CCCCCCCCC,2018-05-18 01:51:00,157.0,157,,SPREAD,OFFER,3000000.0,CORP,1,B,India,967594719,dd8b05ce-b318-4e2f-83d0-b9c1fde30905,17.0
1246,Bond C,CCCCCCCCC,2018-05-18 01:51:00,4.76,4.76,YTC,YIELD,BID,,CORP,1,B,India,967594722,dd8b05ce-b318-4e2f-83d0-b9c1fde30905,17.0
1247,Bond C,CCCCCCCCC,2018-05-18 01:51:00,4.68,4.68,YTC,YIELD,OFFER,3000000.0,CORP,1,B,India,967594723,dd8b05ce-b318-4e2f-83d0-b9c1fde30905,17.0
1248,Bond C,CCCCCCCCC,2018-05-18 01:51:00,90.67,90.67,,PRICE,BID,,CORP,1,B,India,967594724,dd8b05ce-b318-4e2f-83d0-b9c1fde30905,17.0
1249,Bond C,CCCCCCCCC,2018-05-18 01:51:00,91.18,91.18,,PRICE,OFFER,3000000.0,CORP,1,B,India,967594725,dd8b05ce-b318-4e2f-83d0-b9c1fde30905,17.0
1250,Bond C,CCCCCCCCC,2018-05-18 02:29:00,90.16,90.16,,PRICE,BID,,CORP,2,A,India,967613426,aa370ded-1aea-45e8-939c-682af841c18a,12.0
1251,Bond C,CCCCCCCCC,2018-05-18 02:29:00,90.61,90.61,,PRICE,OFFER,,CORP,2,A,India,967613427,aa370ded-1aea-45e8-939c-682af841c18a,12.0
1252,Bond C,CCCCCCCCC,2018-05-18 02:29:00,172.0,172,,SPREAD,BID,,CORP,2,A,India,967613428,aa370ded-1aea-45e8-939c-682af841c18a,12.0
1253,Bond C,CCCCCCCCC,2018-05-18 02:29:00,165.0,165,,SPREAD,OFFER,,CORP,2,A,India,967613429,aa370ded-1aea-45e8-939c-682af841c18a,12.0
1254,Bond C,CCCCCCCCC,2018-05-18 02:29:00,4.84,4.84,,YIELD,BID,,CORP,2,A,India,967613432,aa370ded-1aea-45e8-939c-682af841c18a,12.0
1255,Bond C,CCCCCCCCC,2018-05-18 02:29:00,4.77,4.77,,YIELD,OFFER,,CORP,2,A,India,967613433,aa370ded-1aea-45e8-939c-682af841c18a,12.0
1256,Bond C,CCCCCCCCC,2018-05-18 02:55:00,90.43,90.43,,PRICE,BID,,CORP,1,A,India,967651345,a3711113-b9fd-43bc-9825-c6186a336b5e,16.0
1257,Bond C,CCCCCCCCC,2018-05-18 02:55:00,91.07,91.07,,PRICE,OFFER,,CORP,1,A,India,967651346,a3711113-b9fd-43bc-9825-c6186a336b5e,16.0
1258,Bond C,CCCCCCCCC,2018-05-18 05:55:00,90.61,90.61,,PRICE,BID,,CORP,1,C,India,968095129,9ff6e942-dc8d-4183-a6e4-175211b56c65,20.0
1259,Bond C,CCCCCCCCC,2018-05-18 05:55:00,90.95,90.95,,PRICE,OFFER,,CORP,1,C,India,968095130,9ff6e942-dc8d-4183-a6e4-175211b56c65,20.0
1260,Bond C,CCCCCCCCC,2018-05-18 05:55:00,167.0,167,,SPREAD,BID,,CORP,1,C,India,968095131,9ff6e942-dc8d-4183-a6e4-175211b56c65,20.0
1261,Bond C,CCCCCCCCC,2018-05-18 05:55:00,162.0,162,,SPREAD,OFFER,,CORP,1,C,India,968095132,9ff6e942-dc8d-4183-a6e4-175211b56c65,20.0
1262,Bond C,CCCCCCCCC,2018-05-18 06:43:00,90.39,90.39,,PRICE,BID,,CORP,1,A,India,968223320,64e398b4-a221-4151-8338-ac1b8b24512c,16.0
1263,Bond C,CCCCCCCCC,2018-05-18 06:43:00,91.02,91.02,,PRICE,OFFER,,CORP,1,A,India,968223321,64e398b4-a221-4151-8338-ac1b8b24512c,16.0
1264,Bond C,CCCCCCCCC,2018-05-18 07:29:00,165.0,165,,SPREAD,BID,,CORP,1,B,India,968402178,5261819e-a089-4881-b585-fca4ce1f54cd,17.0
1265,Bond C,CCCCCCCCC,2018-05-18 07:29:00,157.0,157,,SPREAD,OFFER,3000000.0,CORP,1,B,India,968402179,5261819e-a089-4881-b585-fca4ce1f54cd,17.0
1266,Bond C,CCCCCCCCC,2018-05-18 07:29:00,4.75,4.75,YTC,YIELD,BID,,CORP,1,B,India,968402182,5261819e-a089-4881-b585-fca4ce1f54cd,17.0
1267,Bond C,CCCCCCCCC,2018-05-18 07:29:00,4.67,4.67,YTC,YIELD,OFFER,3000000.0,CORP,1,B,India,968402183,5261819e-a089-4881-b585-fca4ce1f54cd,17.0
1268,Bond C,CCCCCCCCC,2018-05-18 07:29:00,90.72,90.72,,PRICE,BID,,CORP,1,B,India,968402184,5261819e-a089-4881-b585-fca4ce1f54cd,17.0
1269,Bond C,CCCCCCCCC,2018-05-18 07:29:00,91.23,91.23,,PRICE,OFFER,3000000.0,CORP,1,B,India,968402185,5261819e-a089-4881-b585-fca4ce1f54cd,17.0
1270,Bond C,CCCCCCCCC,2018-05-18 07:32:00,157.0,157,,SPREAD,OFFER,3000000.0,CORP,1,B,India,968416521,50b43590-51df-40f6-9ada-3a90f672cc09,54.0
1271,Bond C,CCCCCCCCC,2018-05-18 07:32:00,91.22,91.22,,PRICE,OFFER,3000000.0,CORP,1,B,India,968416522,50b43590-51df-40f6-9ada-3a90f672cc09,54.0
1272,Bond C,CCCCCCCCC,2018-05-18 07:32:00,4.68,4.68,YTC,YIELD,OFFER,3000000.0,CORP,1,B,India,968416523,50b43590-51df-40f6-9ada-3a90f672cc09,54.0
1273,Bond C,CCCCCCCCC,2018-05-18 07:51:00,170.0,170,,SPREAD,BID,,CORP,1,D,India,968512496,285a9ce0-2ead-4e8f-8827-318a8a037ca6,12.0
1274,Bond C,CCCCCCCCC,2018-05-18 07:51:00,163.0,163,,SPREAD,OFFER,,CORP,1,D,India,968512497,285a9ce0-2ead-4e8f-8827-318a8a037ca6,12.0
1275,Bond C,CCCCCCCCC,2018-05-18 07:51:00,90.39,90.39,,PRICE,BID,,CORP,1,D,India,968512500,285a9ce0-2ead-4e8f-8827-318a8a037ca6,12.0
1276,Bond C,CCCCCCCCC,2018-05-18 07:51:00,90.85,90.85,,PRICE,OFFER,,CORP,1,D,India,968512501,285a9ce0-2ead-4e8f-8827-318a8a037ca6,12.0
1277,Bond C,CCCCCCCCC,2018-05-18 07:51:00,4.73,4.73,,YIELD,OFFER,,CORP,1,D,India,968512502,285a9ce0-2ead-4e8f-8827-318a8a037ca6,12.0
1278,Bond C,CCCCCCCCC,2018-05-18 08:21:00,169.0,169,,SPREAD,BID,,CORP,1,E,India,968669550,1ae167e8-ca94-4ba1-adc0-e57d07786ce9,21.0
1279,Bond C,CCCCCCCCC,2018-05-18 08:21:00,164.0,164,,SPREAD,OFFER,,CORP,1,E,India,968669551,1ae167e8-ca94-4ba1-adc0-e57d07786ce9,21.0
1280,Bond C,CCCCCCCCC,2018-05-18 08:21:00,90.47,90.47,,PRICE,BID,,CORP,1,E,India,968669552,1ae167e8-ca94-4ba1-adc0-e57d07786ce9,21.0
1281,Bond C,CCCCCCCCC,2018-05-18 08:21:00,90.8,90.8,,PRICE,OFFER,,CORP,1,E,India,968669553,1ae167e8-ca94-4ba1-adc0-e57d07786ce9,21.0
1282,Bond C,CCCCCCCCC,2018-05-18 08:21:00,4.79,4.79,YTC,YIELD,BID,,CORP,1,E,India,968669554,1ae167e8-ca94-4ba1-adc0-e57d07786ce9,21.0
1283,Bond C,CCCCCCCCC,2018-05-18 08:21:00,4.74,4.74,YTC,YIELD,OFFER,,CORP,1,E,India,968669555,1ae167e8-ca94-4ba1-adc0-e57d07786ce9,21.0
1284,Bond C,CCCCCCCCC,2018-05-20 20:03:00,157.0,157,,SPREAD,OFFER,3000000.0,CORP,1,A,India,969733804,279436d8-d800-43a4-9d6b-a88455a5e4a8,52.0
1285,Bond C,CCCCCCCCC,2018-05-20 20:03:00,91.39,91.39,,PRICE,OFFER,3000000.0,CORP,1,A,India,969733805,279436d8-d800-43a4-9d6b-a88455a5e4a8,52.0
1286,Bond C,CCCCCCCCC,2018-05-20 20:03:00,4.65,4.65,YTC,YIELD,OFFER,3000000.0,CORP,1,A,India,969733806,279436d8-d800-43a4-9d6b-a88455a5e4a8,52.0
1287,Bond C,CCCCCCCCC,2018-05-20 20:51:00,90.6,90.6,,PRICE,BID,,CORP,1,B,India,969738507,3cf32486-6e14-4452-875d-ab95cbba6933,16.0
1288,Bond C,CCCCCCCCC,2018-05-20 20:51:00,91.24,91.24,,PRICE,OFFER,,CORP,1,B,India,969738508,3cf32486-6e14-4452-875d-ab95cbba6933,16.0
1289,Bond C,CCCCCCCCC,2018-05-21 02:25:00,90.6,90.6,,PRICE,BID,,CORP,1,A,India,969776188,35a5ddb1-5dce-4298-bca1-701b95539db5,16.0
1290,Bond C,CCCCCCCCC,2018-05-21 02:25:00,91.23,91.23,,PRICE,OFFER,,CORP,1,A,India,969776189,35a5ddb1-5dce-4298-bca1-701b95539db5,16.0
1291,Bond C,CCCCCCCCC,2018-05-21 03:07:00,165.0,165,,SPREAD,BID,,CORP,1,B,India,969859206,d5409215-b1d9-4338-9c33-396f9c83cf91,14.0
1292,Bond C,CCCCCCCCC,2018-05-21 03:07:00,158.0,158,,SPREAD,OFFER,3000000.0,CORP,1,B,India,969859207,d5409215-b1d9-4338-9c33-396f9c83cf91,14.0
1293,Bond C,CCCCCCCCC,2018-05-21 03:07:00,4.73,4.73,YTC,YIELD,BID,,CORP,1,B,India,969859210,d5409215-b1d9-4338-9c33-396f9c83cf91,14.0
1294,Bond C,CCCCCCCCC,2018-05-21 03:07:00,4.66,4.66,YTC,YIELD,OFFER,3000000.0,CORP,1,B,India,969859211,d5409215-b1d9-4338-9c33-396f9c83cf91,14.0
1295,Bond C,CCCCCCCCC,2018-05-21 03:07:00,90.89,90.89,,PRICE,BID,,CORP,1,B,India,969859212,d5409215-b1d9-4338-9c33-396f9c83cf91,14.0
1296,Bond C,CCCCCCCCC,2018-05-21 03:07:00,91.34,91.34,,PRICE,OFFER,3000000.0,CORP,1,B,India,969859213,d5409215-b1d9-4338-9c33-396f9c83cf91,14.0
1297,Bond C,CCCCCCCCC,2018-05-21 03:21:00,169.0,169,,SPREAD,BID,,CORP,1,C,India,969889810,0cb9f905-7ed6-4b7d-86a4-e26321e7b951,20.0
1298,Bond C,CCCCCCCCC,2018-05-21 03:21:00,164.0,164,,SPREAD,OFFER,,CORP,1,C,India,969889811,0cb9f905-7ed6-4b7d-86a4-e26321e7b951,20.0
1299,Bond C,CCCCCCCCC,2018-05-21 03:21:00,90.67,90.67,,PRICE,BID,,CORP,1,C,India,969889812,0cb9f905-7ed6-4b7d-86a4-e26321e7b951,20.0
1300,Bond C,CCCCCCCCC,2018-05-21 03:21:00,91.0,91,,PRICE,OFFER,,CORP,1,C,India,969889813,0cb9f905-7ed6-4b7d-86a4-e26321e7b951,20.0
1301,Bond C,CCCCCCCCC,2018-05-21 03:21:00,4.76,4.76,YTC,YIELD,BID,,CORP,1,C,India,969889814,0cb9f905-7ed6-4b7d-86a4-e26321e7b951,20.0
1302,Bond C,CCCCCCCCC,2018-05-21 03:21:00,4.71,4.71,YTC,YIELD,OFFER,,CORP,1,C,India,969889815,0cb9f905-7ed6-4b7d-86a4-e26321e7b951,20.0
1303,Bond C,CCCCCCCCC,2018-05-21 07:17:00,90.6,90.6,,PRICE,BID,,CORP,1,A,India,970511976,c9dda49b-69bd-4974-9e2c-9127c5075342,16.0
1304,Bond C,CCCCCCCCC,2018-05-21 07:17:00,91.23,91.23,,PRICE,OFFER,,CORP,1,A,India,970511977,c9dda49b-69bd-4974-9e2c-9127c5075342,16.0
1305,Bond C,CCCCCCCCC,2018-05-21 07:30:00,4.72,4.72,YTC,YIELD,BID,,CORP,1,B,India,970585911,3a3f97e8-c6aa-48bb-8e3a-8ee7502c3813,17.0
1306,Bond C,CCCCCCCCC,2018-05-21 07:30:00,4.65,4.65,YTC,YIELD,OFFER,3000000.0,CORP,1,B,India,970585912,3a3f97e8-c6aa-48bb-8e3a-8ee7502c3813,17.0
1307,Bond C,CCCCCCCCC,2018-05-21 07:30:00,90.91,90.91,,PRICE,BID,,CORP,1,B,India,970585913,3a3f97e8-c6aa-48bb-8e3a-8ee7502c3813,17.0
1308,Bond C,CCCCCCCCC,2018-05-21 07:30:00,91.36,91.36,,PRICE,OFFER,3000000.0,CORP,1,B,India,970585914,3a3f97e8-c6aa-48bb-8e3a-8ee7502c3813,17.0
1309,Bond C,CCCCCCCCC,2018-05-21 07:30:00,158.0,158,,SPREAD,OFFER,3000000.0,CORP,1,B,India,970585908,3a3f97e8-c6aa-48bb-8e3a-8ee7502c3813,17.0
1310,Bond C,CCCCCCCCC,2018-05-21 07:30:00,165.0,165,,SPREAD,BID,,CORP,1,B,India,970585907,3a3f97e8-c6aa-48bb-8e3a-8ee7502c3813,17.0
1311,Bond C,CCCCCCCCC,2018-05-21 07:32:00,158.0,158,,SPREAD,OFFER,3000000.0,CORP,1,B,India,970608741,ebd7194f-ee9f-4b97-b99f-3b39d2d23084,52.0
1312,Bond C,CCCCCCCCC,2018-05-21 07:32:00,91.36,91.36,,PRICE,OFFER,3000000.0,CORP,1,B,India,970608742,ebd7194f-ee9f-4b97-b99f-3b39d2d23084,52.0
1313,Bond C,CCCCCCCCC,2018-05-21 07:32:00,4.65,4.65,YTC,YIELD,OFFER,3000000.0,CORP,1,B,India,970608743,ebd7194f-ee9f-4b97-b99f-3b39d2d23084,52.0
1314,Bond C,CCCCCCCCC,2018-05-21 07:34:00,170.0,170,,SPREAD,BID,,CORP,1,D,India,970615166,bad6e289-7a42-4872-8bef-8a2d1c8ec9c7,12.0
1315,Bond C,CCCCCCCCC,2018-05-21 07:34:00,163.0,163,,SPREAD,OFFER,,CORP,1,D,India,970615167,bad6e289-7a42-4872-8bef-8a2d1c8ec9c7,12.0
1316,Bond C,CCCCCCCCC,2018-05-21 07:34:00,90.59,90.59,,PRICE,BID,,CORP,1,D,India,970615170,bad6e289-7a42-4872-8bef-8a2d1c8ec9c7,12.0
1317,Bond C,CCCCCCCCC,2018-05-21 07:34:00,91.05,91.05,,PRICE,OFFER,,CORP,1,D,India,970615171,bad6e289-7a42-4872-8bef-8a2d1c8ec9c7,12.0
1318,Bond C,CCCCCCCCC,2018-05-21 07:34:00,4.7,4.7,,YIELD,OFFER,,CORP,1,D,India,970615172,bad6e289-7a42-4872-8bef-8a2d1c8ec9c7,12.0
1319,Bond C,CCCCCCCCC,2018-05-21 08:17:00,169.0,169,,SPREAD,BID,,CORP,1,C,India,970859250,bd674642-53c6-4948-a195-44c68be2d549,21.0
1320,Bond C,CCCCCCCCC,2018-05-21 08:17:00,164.0,164,,SPREAD,OFFER,,CORP,1,C,India,970859251,bd674642-53c6-4948-a195-44c68be2d549,21.0
1321,Bond C,CCCCCCCCC,2018-05-21 08:17:00,90.65,90.65,,PRICE,BID,,CORP,1,C,India,970859252,bd674642-53c6-4948-a195-44c68be2d549,21.0
1322,Bond C,CCCCCCCCC,2018-05-21 08:17:00,90.98,90.98,,PRICE,OFFER,,CORP,1,C,India,970859253,bd674642-53c6-4948-a195-44c68be2d549,21.0
1323,Bond C,CCCCCCCCC,2018-05-21 08:17:00,4.76,4.76,YTC,YIELD,BID,,CORP,1,C,India,970859254,bd674642-53c6-4948-a195-44c68be2d549,21.0
1324,Bond C,CCCCCCCCC,2018-05-21 08:17:00,4.71,4.71,YTC,YIELD,OFFER,,CORP,1,C,India,970859255,bd674642-53c6-4948-a195-44c68be2d549,21.0
1325,Bond C,CCCCCCCCC,2018-05-21 20:00:00,158.0,158,,SPREAD,OFFER,3000000.0,CORP,1,B,India,972218594,499a4866-d2b3-441a-b015-2af78445955a,56.0
1326,Bond C,CCCCCCCCC,2018-05-21 20:00:00,91.44,91.44,,PRICE,OFFER,3000000.0,CORP,1,B,India,972218595,499a4866-d2b3-441a-b015-2af78445955a,56.0
1327,Bond C,CCCCCCCCC,2018-05-21 20:00:00,4.64,4.64,YTC,YIELD,OFFER,3000000.0,CORP,1,B,India,972218596,499a4866-d2b3-441a-b015-2af78445955a,56.0
1328,Bond C,CCCCCCCCC,2018-05-22 01:15:00,165.0,165,,SPREAD,BID,,CORP,1,A,India,972234088,4a8277bc-d153-4476-bb5e-f83e51345db7,14.0
1329,Bond C,CCCCCCCCC,2018-05-22 01:15:00,158.0,158,,SPREAD,OFFER,3000000.0,CORP,1,A,India,972234089,4a8277bc-d153-4476-bb5e-f83e51345db7,14.0
1330,Bond C,CCCCCCCCC,2018-05-22 01:15:00,4.7,4.7,YTC,YIELD,BID,,CORP,1,A,India,972234092,4a8277bc-d153-4476-bb5e-f83e51345db7,14.0
1331,Bond C,CCCCCCCCC,2018-05-22 01:15:00,4.63,4.63,YTC,YIELD,OFFER,3000000.0,CORP,1,A,India,972234093,4a8277bc-d153-4476-bb5e-f83e51345db7,14.0
1332,Bond C,CCCCCCCCC,2018-05-22 01:15:00,91.04,91.04,,PRICE,BID,,CORP,1,A,India,972234094,4a8277bc-d153-4476-bb5e-f83e51345db7,14.0
1333,Bond C,CCCCCCCCC,2018-05-22 01:15:00,91.49,91.49,,PRICE,OFFER,3000000.0,CORP,1,A,India,972234095,4a8277bc-d153-4476-bb5e-f83e51345db7,14.0
1334,Bond C,CCCCCCCCC,2018-05-22 07:24:00,163.0,163,,SPREAD,BID,,CORP,1,A,India,973282084,1adb8596-baba-442f-8928-4d243a4e1e9b,14.0
1335,Bond C,CCCCCCCCC,2018-05-22 07:24:00,156.0,156,,SPREAD,OFFER,3000000.0,CORP,1,A,India,973282085,1adb8596-baba-442f-8928-4d243a4e1e9b,14.0
1336,Bond C,CCCCCCCCC,2018-05-22 07:24:00,4.71,4.71,YTC,YIELD,BID,,CORP,1,A,India,973282088,1adb8596-baba-442f-8928-4d243a4e1e9b,14.0
1337,Bond C,CCCCCCCCC,2018-05-22 07:24:00,4.64,4.64,YTC,YIELD,OFFER,3000000.0,CORP,1,A,India,973282089,1adb8596-baba-442f-8928-4d243a4e1e9b,14.0
1338,Bond C,CCCCCCCCC,2018-05-22 07:24:00,91.03,91.03,,PRICE,BID,,CORP,1,A,India,973282090,1adb8596-baba-442f-8928-4d243a4e1e9b,14.0
1339,Bond C,CCCCCCCCC,2018-05-22 07:24:00,91.48,91.48,,PRICE,OFFER,3000000.0,CORP,1,A,India,973282091,1adb8596-baba-442f-8928-4d243a4e1e9b,14.0
1340,Bond C,CCCCCCCCC,2018-05-22 07:27:00,156.0,156,,SPREAD,OFFER,3000000.0,CORP,1,A,India,973296285,73b8304a-4743-482c-8e43-2da8c3a20055,55.0
1341,Bond C,CCCCCCCCC,2018-05-22 07:27:00,91.48,91.48,,PRICE,OFFER,3000000.0,CORP,1,A,India,973296286,73b8304a-4743-482c-8e43-2da8c3a20055,55.0
1342,Bond C,CCCCCCCCC,2018-05-22 07:27:00,4.64,4.64,YTC,YIELD,OFFER,3000000.0,CORP,1,A,India,973296287,73b8304a-4743-482c-8e43-2da8c3a20055,55.0
1343,Bond C,CCCCCCCCC,2018-05-22 08:11:00,169.0,169,,SPREAD,BID,,CORP,1,B,India,973588768,c826e001-1162-409e-9907-28bf81661a6a,21.0
1344,Bond C,CCCCCCCCC,2018-05-22 08:11:00,164.0,164,,SPREAD,OFFER,,CORP,1,B,India,973588769,c826e001-1162-409e-9907-28bf81661a6a,21.0
1345,Bond C,CCCCCCCCC,2018-05-22 08:11:00,90.63,90.63,,PRICE,BID,,CORP,1,B,India,973588770,c826e001-1162-409e-9907-28bf81661a6a,21.0
1346,Bond C,CCCCCCCCC,2018-05-22 08:11:00,90.96,90.96,,PRICE,OFFER,,CORP,1,B,India,973588771,c826e001-1162-409e-9907-28bf81661a6a,21.0
1347,Bond C,CCCCCCCCC,2018-05-22 08:11:00,4.77,4.77,YTC,YIELD,BID,,CORP,1,B,India,973588772,c826e001-1162-409e-9907-28bf81661a6a,21.0
1348,Bond C,CCCCCCCCC,2018-05-22 08:11:00,4.72,4.72,YTC,YIELD,OFFER,,CORP,1,B,India,973588773,c826e001-1162-409e-9907-28bf81661a6a,21.0
1349,Bond C,CCCCCCCCC,2018-05-22 20:13:00,155.0,155,,SPREAD,OFFER,3000000.0,CORP,1,A,India,975030804,0ede7b74-92a9-41d9-b2eb-5cd85514719e,54.0
1350,Bond C,CCCCCCCCC,2018-05-22 20:13:00,91.64,91.64,,PRICE,OFFER,3000000.0,CORP,1,A,India,975030805,0ede7b74-92a9-41d9-b2eb-5cd85514719e,54.0
1351,Bond C,CCCCCCCCC,2018-05-22 20:13:00,4.61,4.61,YTC,YIELD,OFFER,3000000.0,CORP,1,A,India,975030806,0ede7b74-92a9-41d9-b2eb-5cd85514719e,54.0
1352,Bond C,CCCCCCCCC,2018-05-22 21:01:00,90.67,90.67,,PRICE,BID,,CORP,1,C,India,975035705,900a060b-8a66-44dd-92f4-078c9889985c,16.0
1353,Bond C,CCCCCCCCC,2018-05-22 21:01:00,91.31,91.31,,PRICE,OFFER,,CORP,1,C,India,975035706,900a060b-8a66-44dd-92f4-078c9889985c,16.0
1354,Bond C,CCCCCCCCC,2018-05-22 21:15:00,169.0,169,,SPREAD,BID,,CORP,1,B,India,975046302,0c9c10b6-532d-47c3-93d5-4d2b5f79d588,20.0
1355,Bond C,CCCCCCCCC,2018-05-22 21:15:00,164.0,164,,SPREAD,OFFER,,CORP,1,B,India,975046303,0c9c10b6-532d-47c3-93d5-4d2b5f79d588,20.0
1356,Bond C,CCCCCCCCC,2018-05-22 21:15:00,90.74,90.74,,PRICE,BID,,CORP,1,B,India,975046304,0c9c10b6-532d-47c3-93d5-4d2b5f79d588,20.0
1357,Bond C,CCCCCCCCC,2018-05-22 21:15:00,91.07,91.07,,PRICE,OFFER,,CORP,1,B,India,975046305,0c9c10b6-532d-47c3-93d5-4d2b5f79d588,20.0
1358,Bond C,CCCCCCCCC,2018-05-22 21:15:00,4.75,4.75,YTC,YIELD,BID,,CORP,1,B,India,975046306,0c9c10b6-532d-47c3-93d5-4d2b5f79d588,20.0
1359,Bond C,CCCCCCCCC,2018-05-22 21:15:00,4.7,4.7,YTC,YIELD,OFFER,,CORP,1,B,India,975046307,0c9c10b6-532d-47c3-93d5-4d2b5f79d588,20.0
1360,Bond C,CCCCCCCCC,2018-05-23 02:24:00,163.0,163,,SPREAD,BID,,CORP,1,A,India,975072972,23fe394f-03fa-4f30-b130-e874fbd76c71,14.0
1361,Bond C,CCCCCCCCC,2018-05-23 02:24:00,156.0,156,,SPREAD,OFFER,3000000.0,CORP,1,A,India,975072973,23fe394f-03fa-4f30-b130-e874fbd76c71,14.0
1362,Bond C,CCCCCCCCC,2018-05-23 02:24:00,4.68,4.68,YTC,YIELD,BID,,CORP,1,A,India,975072976,23fe394f-03fa-4f30-b130-e874fbd76c71,14.0
1363,Bond C,CCCCCCCCC,2018-05-23 02:24:00,4.61,4.61,YTC,YIELD,OFFER,3000000.0,CORP,1,A,India,975072977,23fe394f-03fa-4f30-b130-e874fbd76c71,14.0
1364,Bond C,CCCCCCCCC,2018-05-23 02:24:00,91.21,91.21,,PRICE,BID,,CORP,1,A,India,975072978,23fe394f-03fa-4f30-b130-e874fbd76c71,14.0
1365,Bond C,CCCCCCCCC,2018-05-23 02:24:00,91.65,91.65,,PRICE,OFFER,3000000.0,CORP,1,A,India,975072979,23fe394f-03fa-4f30-b130-e874fbd76c71,14.0
1366,Bond C,CCCCCCCCC,2018-05-23 02:31:00,90.75,90.75,,PRICE,BID,,CORP,1,B,India,975083859,90911dce-2e74-481b-8a77-79119b164647,16.0
1367,Bond C,CCCCCCCCC,2018-05-23 02:31:00,91.39,91.39,,PRICE,OFFER,,CORP,1,B,India,975083860,90911dce-2e74-481b-8a77-79119b164647,16.0
1368,Bond C,CCCCCCCCC,2018-05-23 07:28:00,91.01,91.01,,PRICE,BID,,CORP,1,B,India,975910987,8705a84e-15db-4c5a-9bc9-ae27ae1411cb,16.0
1369,Bond C,CCCCCCCCC,2018-05-23 07:28:00,91.65,91.65,,PRICE,OFFER,,CORP,1,B,India,975910988,8705a84e-15db-4c5a-9bc9-ae27ae1411cb,16.0
1370,Bond C,CCCCCCCCC,2018-05-23 07:38:00,170.0,170,,SPREAD,BID,,CORP,1,C,India,975978381,c257f69e-af90-4c78-9529-14db3f10ef1b,21.0
1371,Bond C,CCCCCCCCC,2018-05-23 07:38:00,165.0,165,,SPREAD,OFFER,,CORP,1,C,India,975978382,c257f69e-af90-4c78-9529-14db3f10ef1b,21.0
1372,Bond C,CCCCCCCCC,2018-05-23 07:38:00,91.01,91.01,,PRICE,BID,,CORP,1,C,India,975978383,c257f69e-af90-4c78-9529-14db3f10ef1b,21.0
1373,Bond C,CCCCCCCCC,2018-05-23 07:38:00,91.34,91.34,,PRICE,OFFER,,CORP,1,C,India,975978384,c257f69e-af90-4c78-9529-14db3f10ef1b,21.0
1374,Bond C,CCCCCCCCC,2018-05-23 07:38:00,4.71,4.71,YTC,YIELD,BID,,CORP,1,C,India,975978385,c257f69e-af90-4c78-9529-14db3f10ef1b,21.0
1375,Bond C,CCCCCCCCC,2018-05-23 07:38:00,4.66,4.66,YTC,YIELD,OFFER,,CORP,1,C,India,975978386,c257f69e-af90-4c78-9529-14db3f10ef1b,21.0
1376,Bond C,CCCCCCCCC,2018-05-23 07:57:00,163.0,163,,SPREAD,BID,,CORP,1,A,India,976053069,752493bd-847a-4ad4-8e40-e31863b47530,14.0
1377,Bond C,CCCCCCCCC,2018-05-23 07:57:00,156.0,156,,SPREAD,OFFER,3000000.0,CORP,1,A,India,976053070,752493bd-847a-4ad4-8e40-e31863b47530,14.0
1378,Bond C,CCCCCCCCC,2018-05-23 07:57:00,4.64,4.64,YTC,YIELD,BID,,CORP,1,A,India,976053073,752493bd-847a-4ad4-8e40-e31863b47530,14.0
1379,Bond C,CCCCCCCCC,2018-05-23 07:57:00,4.57,4.57,YTC,YIELD,OFFER,3000000.0,CORP,1,A,India,976053074,752493bd-847a-4ad4-8e40-e31863b47530,14.0
1380,Bond C,CCCCCCCCC,2018-05-23 07:57:00,91.48,91.48,,PRICE,BID,,CORP,1,A,India,976053075,752493bd-847a-4ad4-8e40-e31863b47530,14.0
1381,Bond C,CCCCCCCCC,2018-05-23 07:57:00,91.93,91.93,,PRICE,OFFER,3000000.0,CORP,1,A,India,976053076,752493bd-847a-4ad4-8e40-e31863b47530,14.0
1382,Bond C,CCCCCCCCC,2018-05-23 08:05:00,156.0,156,,SPREAD,OFFER,3000000.0,CORP,1,A,India,976102121,2793e2de-9fbe-4d28-9402-7103f255dfa6,52.0
