,SecurityName,Identifier,Date,ColorValue,ColorMatch,Benchmark,QuoteType,ColorType,Size,SectorType,Tier,TierDesignation,Region,MdColorId,GroupingKey,LineNumber
0,Bond A,AAAAAAAAA,2018-05-01 07:58:00,97.375,97.375,,PRICE,BID,,CORP,2,A,U.S.,937153900,,
1,Bond A,AAAAAAAAA,2018-05-01 07:58:00,98.375,98.375,,PRICE,OFFER,,CORP,2,A,U.S.,937153901,,
2,Bond A,AAAAAAAAA,2018-05-01 07:58:00,5.414,5.414,YTC,YIELD,BID,,CORP,2,A,U.S.,937153902,,
3,Bond A,AAAAAAAAA,2018-05-01 07:58:00,5.206,5.206,YTC,YIELD,OFFER,,CORP,2,A,U.S.,937153903,,
4,Bond A,AAAAAAAAA,2018-05-01 08:06:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,937221452,,
5,Bond A,AAAAAAAAA,2018-05-01 09:40:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,937693371,,
6,Bond A,AAAAAAAAA,2018-05-01 10:23:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,937854112,,
7,Bond A,AAAAAAAAA,2018-05-01 11:38:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,938092799,,
8,Bond A,AAAAAAAAA,2018-05-01 12:46:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,938223002,,
9,Bond A,AAAAAAAAA,2018-05-01 13:01:00,97.125,97.125,,PRICE,BID,,CORP,2,A,U.S.,938245206,,
10,Bond A,AAAAAAAAA,2018-05-01 13:01:00,98.125,98.125,,PRICE,OFFER,,CORP,2,A,U.S.,938245207,,
11,Bond A,AAAAAAAAA,2018-05-01 13:01:00,5.466,5.466,YTC,YIELD,BID,,CORP,2,A,U.S.,938245208,,
12,Bond A,AAAAAAAAA,2018-05-01 13:01:00,5.257999999999999,5.258,YTC,YIELD,OFFER,,CORP,2,A,U.S.,938245209,,
13,Bond A,AAAAAAAAA,2018-05-01 13:01:00,97.125,97.125,,PRICE,BID,,CORP,2,A,U.S.,938242992,,
14,Bond A,AAAAAAAAA,2018-05-01 13:01:00,98.125,98.125,,PRICE,OFFER,,CORP,2,A,U.S.,938242993,,
15,Bond A,AAAAAAAAA,2018-05-01 13:01:00,5.466,5.466,YTC,YIELD,BID,,CORP,2,A,U.S.,938242994,,
16,Bond A,AAAAAAAAA,2018-05-01 13:01:00,5.257999999999999,5.258,YTC,YIELD,OFFER,,CORP,2,A,U.S.,938242995,,
17,Bond A,AAAAAAAAA,2018-05-01 13:01:00,98.125,98.125,,PRICE,OFFER,,CORP,2,A,U.S.,938243664,,
18,Bond A,AAAAAAAAA,2018-05-01 13:01:00,5.466,5.466,YTC,YIELD,BID,,CORP,2,A,U.S.,938243665,,
19,Bond A,AAAAAAAAA,2018-05-01 13:01:00,5.257999999999999,5.258,YTC,YIELD,OFFER,,CORP,2,A,U.S.,938243666,,
20,Bond A,AAAAAAAAA,2018-05-01 13:01:00,97.125,97.125,,PRICE,BID,,CORP,2,A,U.S.,938243663,,
21,Bond A,AAAAAAAAA,2018-05-01 13:21:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,938258437,,
22,Bond A,AAAAAAAAA,2018-05-01 15:27:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,938376116,,
23,Bond A,AAAAAAAAA,2018-05-02 07:55:00,97.125,97.125,,PRICE,BID,,CORP,2,A,U.S.,939638664,,
24,Bond A,AAAAAAAAA,2018-05-02 07:55:00,98.125,98.125,,PRICE,OFFER,,CORP,2,A,U.S.,939638665,,
25,Bond A,AAAAAAAAA,2018-05-02 07:55:00,5.4670000000000005,5.467,YTC,YIELD,BID,,CORP,2,A,U.S.,939638666,,
26,Bond A,AAAAAAAAA,2018-05-02 07:55:00,5.257999999999999,5.258,YTC,YIELD,OFFER,,CORP,2,A,U.S.,939638667,,
27,Bond A,AAAAAAAAA,2018-05-02 09:03:00,97.5,97.5,,PRICE,BID,,CORP,1,A,U.S.,940022910,,
28,Bond A,AAAAAAAAA,2018-05-02 09:03:00,98.5,98.5,,PRICE,OFFER,,CORP,1,A,U.S.,940022911,,
29,Bond A,AAAAAAAAA,2018-05-02 09:03:00,5.39,5.39,YTC,YIELD,BID,,CORP,1,A,U.S.,940022912,,
30,Bond A,AAAAAAAAA,2018-05-02 09:03:00,5.18,5.18,YTC,YIELD,OFFER,,CORP,1,A,U.S.,940022913,,
31,Bond A,AAAAAAAAA,2018-05-02 09:08:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,B,U.S.,940050191,,
32,Bond A,AAAAAAAAA,2018-05-02 11:28:00,97.5,97.5,,PRICE,BID,,CORP,2,A,U.S.,940621093,,
33,Bond A,AAAAAAAAA,2018-05-02 11:28:00,98.5,98.5,,PRICE,OFFER,,CORP,2,A,U.S.,940621094,,
34,Bond A,AAAAAAAAA,2018-05-02 11:28:00,5.388,5.388,YTC,YIELD,BID,,CORP,2,A,U.S.,940621095,,
35,Bond A,AAAAAAAAA,2018-05-02 11:28:00,5.18,5.18,YTC,YIELD,OFFER,,CORP,2,A,U.S.,940621096,,
36,Bond A,AAAAAAAAA,2018-05-02 11:55:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,B,U.S.,940721707,,
37,Bond A,AAAAAAAAA,2018-05-02 13:40:00,98.75,98.75,,PRICE,OFFER,2701000.0,CORP,1,B,U.S.,940891291,,
38,Bond A,AAAAAAAAA,2018-05-02 16:21:00,5.39,5.39,YTC,YIELD,BID,,CORP,1,C,U.S.,941036176,,
39,Bond A,AAAAAAAAA,2018-05-02 16:21:00,5.23,5.23,YTC,YIELD,OFFER,,CORP,1,C,U.S.,941036177,,
40,Bond A,AAAAAAAAA,2018-05-03 07:28:00,97.25,97.25,,PRICE,BID,,CORP,2,A,U.S.,941958062,,
41,Bond A,AAAAAAAAA,2018-05-03 07:28:00,98.25,98.25,,PRICE,OFFER,,CORP,2,A,U.S.,941958063,,
42,Bond A,AAAAAAAAA,2018-05-03 07:28:00,5.441,5.441,YTC,YIELD,BID,,CORP,2,A,U.S.,941958064,,
43,Bond A,AAAAAAAAA,2018-05-03 07:28:00,5.232,5.232,YTC,YIELD,OFFER,,CORP,2,A,U.S.,941958065,,
44,Bond A,AAAAAAAAA,2018-05-03 08:30:00,97.25,97.25,,PRICE,BID,,CORP,2,A,U.S.,942295213,,
45,Bond A,AAAAAAAAA,2018-05-03 08:30:00,98.25,98.25,,PRICE,OFFER,,CORP,2,A,U.S.,942295214,,
46,Bond A,AAAAAAAAA,2018-05-03 08:30:00,5.441,5.441,YTC,YIELD,BID,,CORP,2,A,U.S.,942295215,,
47,Bond A,AAAAAAAAA,2018-05-03 08:30:00,5.232,5.232,YTC,YIELD,OFFER,,CORP,2,A,U.S.,942295216,,
48,Bond A,AAAAAAAAA,2018-05-03 08:32:00,97.5,97.5,,PRICE,BID,2000000.0,CORP,1,A,U.S.,942307185,,
49,Bond A,AAAAAAAAA,2018-05-03 08:32:00,98.5,98.5,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,942307186,,
50,Bond A,AAAAAAAAA,2018-05-03 08:32:00,5.39,5.39,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,942307187,,
51,Bond A,AAAAAAAAA,2018-05-03 08:32:00,5.18,5.18,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,942307188,,
52,Bond A,AAAAAAAAA,2018-05-03 08:32:00,98.5,98.5,,PRICE,OFFER,,CORP,1,A,U.S.,942312038,,
53,Bond A,AAAAAAAAA,2018-05-03 09:28:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,942561115,,
54,Bond A,AAAAAAAAA,2018-05-03 10:15:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,942720075,,
55,Bond A,AAAAAAAAA,2018-05-03 11:23:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,942983483,,
56,Bond A,AAAAAAAAA,2018-05-03 12:36:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,943129422,,
57,Bond A,AAAAAAAAA,2018-05-03 12:59:00,98.375,98.375,,PRICE,OFFER,,CORP,1,A,U.S.,943160441,,
58,Bond A,AAAAAAAAA,2018-05-03 12:59:00,97.375,97.375,,PRICE,BID,2000000.0,CORP,1,A,U.S.,943160442,,
59,Bond A,AAAAAAAAA,2018-05-03 12:59:00,98.375,98.375,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,943160443,,
60,Bond A,AAAAAAAAA,2018-05-03 12:59:00,5.42,5.42,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,943160444,,
61,Bond A,AAAAAAAAA,2018-05-03 12:59:00,5.21,5.21,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,943160445,,
62,Bond A,AAAAAAAAA,2018-05-03 13:23:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,943181283,,
63,Bond A,AAAAAAAAA,2018-05-03 14:19:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,943229322,,
64,Bond A,AAAAAAAAA,2018-05-03 14:49:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,943251279,,
65,Bond A,AAAAAAAAA,2018-05-03 16:11:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,943328509,,
66,Bond A,AAAAAAAAA,2018-05-04 07:09:00,98.5,98.5,,PRICE,OFFER,,CORP,1,A,U.S.,944098610,,
67,Bond A,AAAAAAAAA,2018-05-04 07:09:00,97.5,97.5,,PRICE,BID,2000000.0,CORP,1,A,U.S.,944098611,,
68,Bond A,AAAAAAAAA,2018-05-04 07:09:00,98.5,98.5,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,944098612,,
69,Bond A,AAAAAAAAA,2018-05-04 07:09:00,5.39,5.39,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,944098613,,
70,Bond A,AAAAAAAAA,2018-05-04 07:09:00,5.18,5.18,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,944098614,,
71,Bond A,AAAAAAAAA,2018-05-04 08:34:00,97.75,97.75,,PRICE,BID,,CORP,1,B,U.S.,944524742,,
72,Bond A,AAAAAAAAA,2018-05-04 08:34:00,98.75,98.75,,PRICE,OFFER,,CORP,1,B,U.S.,944524743,,
73,Bond A,AAAAAAAAA,2018-05-04 08:34:00,5.34,5.34,YTC,YIELD,BID,,CORP,1,B,U.S.,944524744,,
74,Bond A,AAAAAAAAA,2018-05-04 08:34:00,5.13,5.13,YTC,YIELD,OFFER,,CORP,1,B,U.S.,944524745,,
75,Bond A,AAAAAAAAA,2018-05-04 08:45:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,944577393,,
76,Bond A,AAAAAAAAA,2018-05-04 09:16:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,944699722,,
77,Bond A,AAAAAAAAA,2018-05-04 09:40:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,944783066,,
78,Bond A,AAAAAAAAA,2018-05-04 11:04:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,945043297,,
79,Bond A,AAAAAAAAA,2018-05-04 12:33:00,97.75,97.75,,PRICE,BID,,CORP,2,A,U.S.,945237313,,
80,Bond A,AAAAAAAAA,2018-05-04 12:33:00,98.75,98.75,,PRICE,OFFER,,CORP,2,A,U.S.,945237314,,
81,Bond A,AAAAAAAAA,2018-05-04 12:33:00,5.3370000000000015,5.337,YTC,YIELD,BID,,CORP,2,A,U.S.,945237315,,
82,Bond A,AAAAAAAAA,2018-05-04 12:33:00,5.129,5.129,YTC,YIELD,OFFER,,CORP,2,A,U.S.,945237316,,
83,Bond A,AAAAAAAAA,2018-05-04 12:52:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,945251072,,
84,Bond A,AAAAAAAAA,2018-05-04 13:19:00,5.28,5.28,YTC,YIELD,BID,,CORP,1,C,U.S.,945268368,,
85,Bond A,AAAAAAAAA,2018-05-04 13:19:00,5.13,5.13,YTC,YIELD,OFFER,,CORP,1,C,U.S.,945268369,,
86,Bond A,AAAAAAAAA,2018-05-04 13:44:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,945290560,,
87,Bond A,AAAAAAAAA,2018-05-04 15:15:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,945334953,,
88,Bond A,AAAAAAAAA,2018-05-04 16:18:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,945361317,,
89,Bond A,AAAAAAAAA,2018-05-07 07:53:00,97.5,97.5,,PRICE,BID,,CORP,2,A,U.S.,945656480,,
90,Bond A,AAAAAAAAA,2018-05-07 07:53:00,98.5,98.5,,PRICE,OFFER,,CORP,2,A,U.S.,945656481,,
91,Bond A,AAAAAAAAA,2018-05-07 07:53:00,5.388999999999999,5.389,YTC,YIELD,BID,,CORP,2,A,U.S.,945656482,,
92,Bond A,AAAAAAAAA,2018-05-07 07:53:00,5.181,5.181,YTC,YIELD,OFFER,,CORP,2,A,U.S.,945656483,,
93,Bond A,AAAAAAAAA,2018-05-07 08:30:00,97.5,97.5,,PRICE,BID,,CORP,2,A,U.S.,945792611,,
94,Bond A,AAAAAAAAA,2018-05-07 08:30:00,98.5,98.5,,PRICE,OFFER,,CORP,2,A,U.S.,945792612,,
95,Bond A,AAAAAAAAA,2018-05-07 08:30:00,5.388999999999999,5.389,YTC,YIELD,BID,,CORP,2,A,U.S.,945792613,,
96,Bond A,AAAAAAAAA,2018-05-07 08:30:00,5.181,5.181,YTC,YIELD,OFFER,,CORP,2,A,U.S.,945792614,,
97,Bond A,AAAAAAAAA,2018-05-07 09:14:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,945958500,,
98,Bond A,AAAAAAAAA,2018-05-07 10:27:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,946216905,,
99,Bond A,AAAAAAAAA,2018-05-07 10:33:00,97.5,97.5,,PRICE,BID,,CORP,2,B,U.S.,946230971,,
100,Bond A,AAAAAAAAA,2018-05-07 10:33:00,98.5,98.5,,PRICE,OFFER,,CORP,2,B,U.S.,946230972,,
101,Bond A,AAAAAAAAA,2018-05-07 10:33:00,5.388999999999999,5.389,YTW,YIELD,BID,,CORP,2,B,U.S.,946230973,,
102,Bond A,AAAAAAAAA,2018-05-07 10:33:00,5.181,5.181,YTW,YIELD,OFFER,,CORP,2,B,U.S.,946230974,,
103,Bond A,AAAAAAAAA,2018-05-07 11:30:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,946322182,,
104,Bond A,AAAAAAAAA,2018-05-07 12:36:00,98.625,98.625,,PRICE,OFFER,,CORP,1,A,U.S.,946401278,,
105,Bond A,AAAAAAAAA,2018-05-07 12:36:00,97.625,97.625,,PRICE,BID,2000000.0,CORP,1,A,U.S.,946401279,,
106,Bond A,AAAAAAAAA,2018-05-07 12:36:00,98.625,98.625,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,946401280,,
107,Bond A,AAAAAAAAA,2018-05-07 12:36:00,5.36,5.36,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,946401281,,
108,Bond A,AAAAAAAAA,2018-05-07 12:36:00,5.16,5.16,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,946401282,,
109,Bond A,AAAAAAAAA,2018-05-07 12:42:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,946408929,,
110,Bond A,AAAAAAAAA,2018-05-07 13:13:00,98.625,98.625,,PRICE,OFFER,,CORP,1,A,U.S.,946447204,,
111,Bond A,AAAAAAAAA,2018-05-07 13:13:00,97.625,97.625,,PRICE,BID,2000000.0,CORP,1,A,U.S.,946447205,,
112,Bond A,AAAAAAAAA,2018-05-07 13:13:00,98.625,98.625,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,946447206,,
113,Bond A,AAAAAAAAA,2018-05-07 13:13:00,5.36,5.36,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,946447207,,
114,Bond A,AAAAAAAAA,2018-05-07 13:13:00,5.16,5.16,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,946447208,,
115,Bond A,AAAAAAAAA,2018-05-07 14:05:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,946501709,,
116,Bond A,AAAAAAAAA,2018-05-07 14:44:00,97.625,97.625,,PRICE,BID,2000000.0,CORP,1,A,U.S.,946539774,,
117,Bond A,AAAAAAAAA,2018-05-07 14:44:00,98.625,98.625,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,946539775,,
118,Bond A,AAAAAAAAA,2018-05-07 14:44:00,5.36,5.36,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,946539776,,
119,Bond A,AAAAAAAAA,2018-05-07 14:44:00,5.16,5.16,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,946539777,,
120,Bond A,AAAAAAAAA,2018-05-07 14:44:00,98.625,98.625,,PRICE,OFFER,,CORP,1,A,U.S.,946539773,,
121,Bond A,AAAAAAAAA,2018-05-07 14:46:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,946542479,,
122,Bond A,AAAAAAAAA,2018-05-07 15:35:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,946598342,,
123,Bond A,AAAAAAAAA,2018-05-07 15:47:00,97.625,97.625,,PRICE,BID,2000000.0,CORP,1,A,U.S.,946607414,,
124,Bond A,AAAAAAAAA,2018-05-07 15:47:00,98.625,98.625,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,946607415,,
125,Bond A,AAAAAAAAA,2018-05-07 15:47:00,5.36,5.36,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,946607416,,
126,Bond A,AAAAAAAAA,2018-05-07 15:47:00,5.16,5.16,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,946607417,,
127,Bond A,AAAAAAAAA,2018-05-07 15:47:00,98.625,98.625,,PRICE,OFFER,,CORP,1,A,U.S.,946607413,,
128,Bond A,AAAAAAAAA,2018-05-07 16:25:00,98.625,98.625,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,946632414,,
129,Bond A,AAAAAAAAA,2018-05-07 16:28:00,5.34,5.34,YTC,YIELD,BID,,CORP,1,B,U.S.,946634504,,
130,Bond A,AAAAAAAAA,2018-05-07 16:28:00,5.18,5.18,YTC,YIELD,OFFER,,CORP,1,B,U.S.,946634505,,
131,Bond A,AAAAAAAAA,2018-05-08 07:43:00,98.375,98.375,,PRICE,OFFER,,CORP,1,A,U.S.,947720038,,
132,Bond A,AAAAAAAAA,2018-05-08 07:44:00,97.375,97.375,,PRICE,BID,2000000.0,CORP,1,A,U.S.,947730420,,
133,Bond A,AAAAAAAAA,2018-05-08 07:44:00,98.375,98.375,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,947730421,,
134,Bond A,AAAAAAAAA,2018-05-08 07:44:00,5.42,5.42,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,947730422,,
135,Bond A,AAAAAAAAA,2018-05-08 07:44:00,5.21,5.21,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,947730423,,
136,Bond A,AAAAAAAAA,2018-05-08 08:38:00,98.0,98,,PRICE,BID,,CORP,1,B,U.S.,948043805,,
137,Bond A,AAAAAAAAA,2018-05-08 08:38:00,99.0,99,,PRICE,OFFER,,CORP,1,B,U.S.,948043806,,
138,Bond A,AAAAAAAAA,2018-05-08 08:38:00,5.28,5.28,YTC,YIELD,BID,,CORP,1,B,U.S.,948043807,,
139,Bond A,AAAAAAAAA,2018-05-08 08:38:00,5.08,5.08,YTC,YIELD,OFFER,,CORP,1,B,U.S.,948043808,,
140,Bond A,AAAAAAAAA,2018-05-08 09:09:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,948215012,,
141,Bond A,AAAAAAAAA,2018-05-08 09:26:00,5.34,5.34,YTC,YIELD,BID,,CORP,1,C,U.S.,948273028,,
142,Bond A,AAAAAAAAA,2018-05-08 09:26:00,5.18,5.18,YTC,YIELD,OFFER,,CORP,1,C,U.S.,948273029,,
143,Bond A,AAAAAAAAA,2018-05-08 09:52:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,948383672,,
144,Bond A,AAAAAAAAA,2018-05-08 10:22:00,98.375,98.375,,PRICE,OFFER,,CORP,1,A,U.S.,948519075,,
145,Bond A,AAAAAAAAA,2018-05-08 10:22:00,97.375,97.375,,PRICE,BID,2000000.0,CORP,1,A,U.S.,948519076,,
146,Bond A,AAAAAAAAA,2018-05-08 10:22:00,98.375,98.375,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,948519077,,
147,Bond A,AAAAAAAAA,2018-05-08 10:22:00,5.42,5.42,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,948519078,,
148,Bond A,AAAAAAAAA,2018-05-08 10:22:00,5.21,5.21,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,948519079,,
149,Bond A,AAAAAAAAA,2018-05-08 12:30:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,949076807,,
150,Bond A,AAAAAAAAA,2018-05-08 13:11:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,949126274,,
151,Bond A,AAAAAAAAA,2018-05-08 13:28:00,97.375,97.375,,PRICE,BID,2000000.0,CORP,1,A,U.S.,949147558,,
152,Bond A,AAAAAAAAA,2018-05-08 13:28:00,98.375,98.375,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,949147559,,
153,Bond A,AAAAAAAAA,2018-05-08 13:28:00,5.42,5.42,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,949147560,,
154,Bond A,AAAAAAAAA,2018-05-08 13:28:00,5.21,5.21,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,949147561,,
155,Bond A,AAAAAAAAA,2018-05-08 13:28:00,98.375,98.375,,PRICE,OFFER,,CORP,1,A,U.S.,949147557,,
156,Bond A,AAAAAAAAA,2018-05-08 14:08:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,949183256,,
157,Bond A,AAAAAAAAA,2018-05-08 15:21:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,949254211,,
158,Bond A,AAAAAAAAA,2018-05-09 08:54:00,98.375,98.375,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,950896036,,
159,Bond A,AAAAAAAAA,2018-05-09 09:42:00,98.5,98.5,,PRICE,OFFER,,CORP,1,A,U.S.,951132896,,
160,Bond A,AAAAAAAAA,2018-05-09 09:42:00,97.5,97.5,,PRICE,BID,2000000.0,CORP,1,A,U.S.,951132897,,
161,Bond A,AAAAAAAAA,2018-05-09 09:42:00,98.5,98.5,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,951132898,,
162,Bond A,AAAAAAAAA,2018-05-09 09:42:00,5.39,5.39,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,951132899,,
163,Bond A,AAAAAAAAA,2018-05-09 09:42:00,5.18,5.18,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,951132900,,
164,Bond A,AAAAAAAAA,2018-05-09 10:07:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,951247580,,
165,Bond A,AAAAAAAAA,2018-05-09 11:51:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,951635969,,
166,Bond A,AAAAAAAAA,2018-05-09 12:57:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,951756578,,
167,Bond A,AAAAAAAAA,2018-05-09 14:53:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,951871451,,
168,Bond A,AAAAAAAAA,2018-05-09 15:53:00,98.5,98.5,,PRICE,OFFER,2701000.0,CORP,1,A,U.S.,951928750,,
169,Bond A,AAAAAAAAA,2018-05-09 17:12:00,5.34,5.34,YTC,YIELD,BID,,CORP,1,B,U.S.,951976022,,
170,Bond A,AAAAAAAAA,2018-05-09 17:12:00,5.18,5.18,YTC,YIELD,OFFER,,CORP,1,B,U.S.,951976023,,
171,Bond A,AAAAAAAAA,2018-05-10 07:45:00,97.5,97.5,,PRICE,BID,2000000.0,CORP,1,A,U.S.,952980227,,
172,Bond A,AAAAAAAAA,2018-05-10 07:45:00,98.5,98.5,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,952980228,,
173,Bond A,AAAAAAAAA,2018-05-10 07:45:00,5.39,5.39,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,952980229,,
174,Bond A,AAAAAAAAA,2018-05-10 07:45:00,5.18,5.18,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,952980230,,
175,Bond A,AAAAAAAAA,2018-05-10 09:00:00,98.5,98.5,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,953387481,,
176,Bond A,AAAAAAAAA,2018-05-10 10:02:00,98.5,98.5,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,953674556,,
177,Bond A,AAAAAAAAA,2018-05-10 10:36:00,98.5,98.5,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,953792011,,
178,Bond A,AAAAAAAAA,2018-05-10 11:53:00,98.5,98.5,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,954057297,,
179,Bond A,AAAAAAAAA,2018-05-10 12:52:00,98.625,98.625,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,954168087,,
180,Bond A,AAAAAAAAA,2018-05-10 12:52:00,97.625,97.625,,PRICE,BID,2000000.0,CORP,1,A,U.S.,954168088,,
181,Bond A,AAAAAAAAA,2018-05-10 12:52:00,98.625,98.625,,PRICE,OFFER,2000000.0,CORP,1,A,U.S.,954168089,,
182,Bond A,AAAAAAAAA,2018-05-10 12:52:00,5.36,5.36,YTC,YIELD,BID,2000000.0,CORP,1,A,U.S.,954168090,,
183,Bond A,AAAAAAAAA,2018-05-10 12:52:00,5.16,5.16,YTC,YIELD,OFFER,2000000.0,CORP,1,A,U.S.,954168091,,
184,Bond A,AAAAAAAAA,2018-05-10 13:28:00,98.625,98.625,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,954202646,,
185,Bond A,AAAAAAAAA,2018-05-10 14:23:00,98.625,98.625,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,954252164,,
186,Bond A,AAAAAAAAA,2018-05-10 14:52:00,98.625,98.625,,PRICE,OFFER,1761000.0,CORP,1,A,U.S.,954281203,,
187,Bond A,AAAAAAAAA,2018-05-11 08:30:00,98.25,98.25,,PRICE,BID,,CORP,1,A,U.S.,955601423,a8c7e20d-1cf6-441e-b1dd-a4cb03b8bf53,8.0
188,Bond A,AAAAAAAAA,2018-05-11 08:30:00,99.25,99.25,,PRICE,OFFER,,CORP,1,A,U.S.,955601424,a8c7e20d-1cf6-441e-b1dd-a4cb03b8bf53,8.0
189,Bond A,AAAAAAAAA,2018-05-11 08:30:00,5.23,5.23,YTC,YIELD,BID,,CORP,1,A,U.S.,955601425,a8c7e20d-1cf6-441e-b1dd-a4cb03b8bf53,8.0
