cusip,reported_date,spread,price,reported_volume,estimated_volume,execution_time,reported_time,reporting_party_type,contra_party_type,side,quantity_ind
DDDDDDDDD,2018-05-22,79.697751,97.935,4000,4000,5/22/2018 19:01,5/22/2018 19:01,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-22,49.77587800000001,98.64,4000,4000,5/22/2018 19:01,5/22/2018 19:01,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-22,52.094967,98.595,7000,7000,5/22/2018 19:01,5/22/2018 19:02,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-22,52.094967,98.595,7000,7000,5/22/2018 19:01,5/22/2018 19:02,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
HHHHHHHHH,2018-05-22,,100.019,375000,375000,5/22/2018 19:07,5/22/2018 19:08,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-22,,99.875,10000,10000,5/22/2018 19:34,5/22/2018 19:34,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-22,,101.872,10000,10000,5/22/2018 19:34,5/22/2018 19:34,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-22,46.391933,98.73,175000,175000,5/22/2018 19:36,5/22/2018 19:37,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-22,45.800919,98.744,36000,36000,5/22/2018 19:40,5/22/2018 19:40,BROKER_DEALER,ATS,SELL,ACTUAL
DDDDDDDDD,2018-05-22,45.632173,98.748,31000,31000,5/22/2018 19:40,5/22/2018 19:40,BROKER_DEALER,ATS,SELL,ACTUAL
DDDDDDDDD,2018-05-22,45.758853,98.745,67000,67000,5/22/2018 19:40,5/22/2018 19:41,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-22,45.758853,98.745,67000,67000,5/22/2018 19:40,5/22/2018 19:41,ATS,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-22,,99.75,1000000,1000000,5/22/2018 19:16,5/22/2018 19:46,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
HHHHHHHHH,2018-05-22,,100.074,953000,953000,5/22/2018 20:01,5/22/2018 20:01,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-22,48.080682,98.69,47000,47000,5/22/2018 19:58,5/22/2018 19:59,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-22,48.080682,98.69,47000,47000,5/22/2018 19:58,5/22/2018 19:59,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
HHHHHHHHH,2018-05-22,,100.26759,953000,953000,5/22/2018 20:01,5/22/2018 20:06,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-22,,101.75,45000,45000,5/22/2018 20:00,5/22/2018 20:00,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
IIIIIIIII,2018-05-22,145.857225,91.540646,5000,5000,5/22/2018 20:32,5/22/2018 20:32,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
GGGGGGGGG,2018-05-22,,98.0,1000000,3675000,5/22/2018 20:47,5/22/2018 20:50,BROKER_DEALER,CUSTOMER,SELL,ESTIMATED
EEEEEEEEE,2018-05-23,,99.75,2000,2000,5/23/2018 12:43,5/23/2018 12:43,ATS,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,45.867482,98.795,10000,10000,5/23/2018 12:43,5/23/2018 12:43,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-23,,99.75,2000,2000,5/23/2018 12:43,5/23/2018 12:43,BROKER_DEALER,ATS,SELL,ACTUAL
DDDDDDDDD,2018-05-23,47.387808,98.759,10000,10000,5/23/2018 12:43,5/23/2018 12:43,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
EEEEEEEEE,2018-05-23,,99.85,2000,2000,5/23/2018 12:43,5/23/2018 12:43,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,51.106989,98.671,12000,12000,5/23/2018 12:46,5/23/2018 12:46,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,51.106989,98.671,12000,12000,5/23/2018 12:46,5/23/2018 12:46,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
HHHHHHHHH,2018-05-23,,100.025,3000,3000,5/23/2018 13:18,5/23/2018 13:19,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
HHHHHHHHH,2018-05-23,,100.025,3000,3000,5/23/2018 13:18,5/23/2018 13:18,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
HHHHHHHHH,2018-05-23,,100.125,3000,3000,5/23/2018 13:18,5/23/2018 13:19,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-23,,99.75,25000,25000,5/23/2018 13:21,5/23/2018 13:21,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-23,,101.75,25000,25000,5/23/2018 13:21,5/23/2018 13:23,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.737311,290000,290000,5/23/2018 13:39,5/23/2018 13:39,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,51.998103,98.645,10000,10000,5/23/2018 13:44,5/23/2018 13:44,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,51.998103,98.645,10000,10000,5/23/2018 13:47,5/23/2018 13:49,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
AAAAAAAAA,2018-05-23,,99.801,20000,20000,5/23/2018 13:49,5/23/2018 13:49,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.801,20000,20000,5/23/2018 13:49,5/23/2018 13:49,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-23,,100.65,73000,73000,5/23/2018 14:02,5/23/2018 14:02,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-23,,99.75,73000,73000,5/23/2018 14:02,5/23/2018 14:02,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-23,,99.515,190000,190000,5/23/2018 14:03,5/23/2018 14:03,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-23,111.222288,100.089,11000,11000,5/23/2018 14:04,5/23/2018 14:04,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,51.284758,98.652,6000,6000,5/23/2018 14:17,5/23/2018 14:18,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,51.284758,98.652,6000,6000,5/23/2018 14:17,5/23/2018 14:18,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,51.030916,98.658,5000,5000,5/23/2018 14:19,5/23/2018 14:19,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-23,110.545035,100.144,10000,10000,5/23/2018 14:25,5/23/2018 14:26,ATS,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-23,110.361139,100.144,10000,10000,5/23/2018 14:25,5/23/2018 14:25,BROKER_DEALER,ATS,SELL,ACTUAL
DDDDDDDDD,2018-05-23,46.041386,98.781,40000,40000,5/23/2018 14:32,5/23/2018 14:33,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,46.041386,98.781,40000,40000,5/23/2018 14:32,5/23/2018 14:34,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.752,30000,30000,5/23/2018 15:10,5/23/2018 15:10,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.852,30000,30000,5/23/2018 15:10,5/23/2018 15:11,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.753,7000,7000,5/23/2018 15:25,5/23/2018 15:25,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
BBBBBBBBB,2018-05-23,110.187632,100.235,50000,50000,5/23/2018 15:26,5/23/2018 15:26,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
BBBBBBBBB,2018-05-23,100.59734,100.835,50000,50000,5/23/2018 15:26,5/23/2018 15:26,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.753,7000,7000,5/23/2018 15:28,5/23/2018 15:28,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,51.78358400000001,98.655,4000,4000,5/23/2018 15:29,5/23/2018 15:29,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,51.78358400000001,98.655,4000,4000,5/23/2018 15:29,5/23/2018 15:29,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,51.78358400000001,98.655,4000,4000,5/23/2018 15:29,5/23/2018 15:29,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,47.64133,98.753,10000,10000,5/23/2018 15:30,5/23/2018 15:31,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,47.64133,98.753,10000,10000,5/23/2018 15:30,5/23/2018 15:31,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.802,60000,60000,5/23/2018 15:38,5/23/2018 15:38,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.802,60000,60000,5/23/2018 15:38,5/23/2018 15:39,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,50.34868,98.684,62000,62000,5/23/2018 15:54,5/23/2018 15:54,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
AAAAAAAAA,2018-05-23,,99.802,50000,50000,5/23/2018 15:55,5/23/2018 15:55,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.802,50000,50000,5/23/2018 15:55,5/23/2018 15:55,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.802,123000,123000,5/23/2018 15:58,5/23/2018 15:58,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-23,,99.802,123000,123000,5/23/2018 15:58,5/23/2018 15:58,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
IIIIIIIII,2018-05-23,147.15906,91.729,10000,10000,5/23/2018 16:09,5/23/2018 16:10,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
IIIIIIIII,2018-05-23,126.83713799999998,93.029,10000,10000,5/23/2018 16:09,5/23/2018 16:10,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-23,,99.363,3000,3000,5/23/2018 16:24,5/23/2018 16:25,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,54.325251,98.59,50000,50000,5/23/2018 16:28,5/23/2018 16:28,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,54.325251,98.59,50000,50000,5/23/2018 16:28,5/23/2018 16:28,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,47.981884,98.74,50000,50000,5/23/2018 16:28,5/23/2018 16:28,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,41.650283,98.89,15000,15000,5/23/2018 16:55,5/23/2018 16:55,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,41.650283,98.89,15000,15000,5/23/2018 16:55,5/23/2018 16:55,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,44.814554,98.815,2000000,2000000,5/23/2018 16:56,5/23/2018 16:56,BROKER_DEALER,NON_MEMBER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,44.814554,98.815,2000000,2000000,5/23/2018 16:56,5/23/2018 16:56,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,39.54232800000001,98.94,2000000,2000000,5/23/2018 17:01,5/23/2018 17:01,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,39.54232800000001,98.94,2000000,2000000,5/23/2018 17:01,5/23/2018 17:01,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
HHHHHHHHH,2018-05-23,,99.925,795000,795000,5/23/2018 17:39,5/23/2018 17:39,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
HHHHHHHHH,2018-05-23,,99.931,795000,795000,5/23/2018 17:39,5/23/2018 17:39,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
CCCCCCCCC,2018-05-23,161.75948300000005,91.531,5000000,5000000,5/23/2018 18:19,5/23/2018 18:20,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,47.689114,98.821,4000,4000,5/23/2018 18:35,5/23/2018 18:35,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
EEEEEEEEE,2018-05-23,,101.75,50000,50000,5/23/2018 18:34,5/23/2018 18:36,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
CCCCCCCCC,2018-05-23,164.029495,91.415,1066000,1066000,5/23/2018 18:44,5/23/2018 18:48,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
HHHHHHHHH,2018-05-23,,100.076,50000,50000,5/23/2018 18:52,5/23/2018 18:52,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
HHHHHHHHH,2018-05-23,,100.076,50000,50000,5/23/2018 18:52,5/23/2018 18:54,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,45.529668,98.887,8000,8000,5/23/2018 19:12,5/23/2018 19:14,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,46.41291,98.871,3000,3000,5/23/2018 19:14,5/23/2018 19:14,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
AAAAAAAAA,2018-05-23,,99.594,10000,10000,5/23/2018 19:20,5/23/2018 19:20,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
AAAAAAAAA,2018-05-23,,99.713,10000,10000,5/23/2018 19:20,5/23/2018 19:20,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
JJJJJJJJJ,2018-05-23,95.994298,91.774,25000,25000,5/23/2018 19:41,5/23/2018 19:41,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,45.745476,98.872,15000,15000,5/23/2018 19:44,5/23/2018 19:44,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,45.745476,98.872,15000,15000,5/23/2018 19:44,5/23/2018 19:45,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
CCCCCCCCC,2018-05-23,162.105992,91.55,5000000,5000000,5/23/2018 19:46,5/23/2018 19:48,BROKER_DEALER,NON_MEMBER,BUY,ACTUAL
CCCCCCCCC,2018-05-23,162.105992,91.55,5000000,5000000,5/23/2018 19:46,5/23/2018 19:48,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-23,47.815717,98.818,15000,15000,5/23/2018 19:51,5/23/2018 19:52,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
DDDDDDDDD,2018-05-23,47.815717,98.818,15000,15000,5/23/2018 19:51,5/23/2018 19:52,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
CCCCCCCCC,2018-05-24,163.28821100000005,91.5,3714000,3714000,5/24/2018 11:10,5/24/2018 12:00,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
CCCCCCCCC,2018-05-24,162.820148,91.53,3714000,3714000,5/24/2018 11:13,5/24/2018 12:00,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
CCCCCCCCC,2018-05-24,165.092651,91.361,700000,700000,5/24/2018 6:43,5/24/2018 12:01,BROKER_DEALER,NON_MEMBER,BUY,ACTUAL
CCCCCCCCC,2018-05-24,160.094924,91.752,3895000,3895000,5/24/2018 11:57,5/24/2018 12:03,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
GGGGGGGGG,2018-05-24,,98.25,404000,404000,5/24/2018 12:40,5/24/2018 12:42,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
GGGGGGGGG,2018-05-24,,98.3125,404000,404000,5/24/2018 12:46,5/24/2018 13:04,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
FFFFFFFFF,2018-05-24,,100.613,10000,10000,5/24/2018 13:39,5/24/2018 13:39,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
HHHHHHHHH,2018-05-24,,99.9,250000,250000,5/24/2018 13:33,5/24/2018 13:42,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-24,111.626789,100.431,20000,20000,5/24/2018 13:56,5/24/2018 13:56,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,111.626789,100.431,20000,20000,5/24/2018 13:56,5/24/2018 13:56,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,101.7,10000,10000,5/24/2018 14:05,5/24/2018 14:05,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,45.79382800000001,98.949,77000,77000,5/24/2018 14:04,5/24/2018 14:06,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
CCCCCCCCC,2018-05-24,159.548704,91.964,865000,865000,5/24/2018 14:08,5/24/2018 14:08,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
JJJJJJJJJ,2018-05-24,93.448987,92.9,150000,150000,5/24/2018 14:11,5/24/2018 14:11,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,110.793784,100.483,20000,20000,5/24/2018 14:14,5/24/2018 14:15,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,47.738033,98.908,17000,17000,5/24/2018 14:30,5/24/2018 14:30,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
AAAAAAAAA,2018-05-24,,99.72,75000,75000,5/24/2018 14:36,5/24/2018 14:37,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-24,109.456127,100.578,10000,10000,5/24/2018 14:37,5/24/2018 14:37,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,111.777608,100.433,10000,10000,5/24/2018 14:37,5/24/2018 14:37,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-24,110.176189,100.533,10000,10000,5/24/2018 14:37,5/24/2018 14:37,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,109.456127,100.578,10000,10000,5/24/2018 14:37,5/24/2018 14:37,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,42.02066,99.053,200000,200000,5/24/2018 14:49,5/24/2018 14:49,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,41.851591,99.057,200000,200000,5/24/2018 14:49,5/24/2018 14:49,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,107.951373,100.695,5000,5000,5/24/2018 14:52,5/24/2018 14:52,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,111.150244,100.495,5000,5000,5/24/2018 14:52,5/24/2018 14:53,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,101.7,20000,20000,5/24/2018 15:28,5/24/2018 15:28,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
HHHHHHHHH,2018-05-24,,99.975,250000,250000,5/24/2018 15:21,5/24/2018 15:29,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.752,75000,75000,5/24/2018 15:30,5/24/2018 15:30,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,47.874609,98.89,2000,2000,5/24/2018 15:50,5/24/2018 15:50,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
AAAAAAAAA,2018-05-24,,99.753,4000000,4000000,5/24/2018 16:08,5/24/2018 16:08,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-24,86.49805500000002,101.967,10000,10000,5/24/2018 16:21,5/24/2018 16:21,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,113.766074,100.252,500000,500000,5/24/2018 16:44,5/24/2018 16:44,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,109.014034,100.537,20000,20000,5/24/2018 16:53,5/24/2018 16:54,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,110.615454,100.437,20000,20000,5/24/2018 16:53,5/24/2018 16:54,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,110.615454,100.437,20000,20000,5/24/2018 16:53,5/24/2018 16:54,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.683333,75000,75000,5/24/2018 17:20,5/24/2018 17:20,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
AAAAAAAAA,2018-05-24,,99.75,75000,75000,5/24/2018 17:20,5/24/2018 17:20,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.75,75000,75000,5/24/2018 17:20,5/24/2018 17:20,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.75,50000,50000,5/24/2018 17:21,5/24/2018 17:21,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.75,25000,25000,5/24/2018 17:21,5/24/2018 17:21,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,100.7,50000,50000,5/24/2018 17:26,5/24/2018 17:26,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,112.109311,100.321,3694000,3694000,5/24/2018 17:35,5/24/2018 17:35,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,110.810162,100.402,50000,50000,5/24/2018 17:40,5/24/2018 17:41,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,106.255383,100.721,2000000,2000000,5/24/2018 17:53,5/24/2018 17:53,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,106.072292,100.721,1000000,1000000,5/24/2018 17:54,5/24/2018 17:54,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,106.072292,100.721,694000,694000,5/24/2018 17:55,5/24/2018 17:56,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,44.629366,98.9568,15000,15000,5/24/2018 18:08,5/24/2018 18:08,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,8.217462,99.8218,15000,15000,5/24/2018 18:08,5/24/2018 18:08,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.761,750000,750000,5/24/2018 18:09,5/24/2018 18:09,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-24,109.681568,100.461,10000,10000,5/24/2018 18:15,5/24/2018 18:15,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,111.428785,100.352,50000,50000,5/24/2018 18:17,5/24/2018 18:17,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.801,750000,750000,5/24/2018 18:36,5/24/2018 18:36,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
BBBBBBBBB,2018-05-24,119.308289,99.854,10000,10000,5/24/2018 18:38,5/24/2018 18:38,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
BBBBBBBBB,2018-05-24,117.742348,99.954,10000,10000,5/24/2018 18:38,5/24/2018 18:38,BROKER_DEALER,ATS,SELL,ACTUAL
BBBBBBBBB,2018-05-24,117.742348,99.954,10000,10000,5/24/2018 18:38,5/24/2018 18:38,ATS,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,99.7,20000,20000,5/24/2018 18:45,5/24/2018 18:45,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,101.7,20000,20000,5/24/2018 18:45,5/24/2018 18:45,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
HHHHHHHHH,2018-05-24,,99.819,20000,20000,5/24/2018 19:52,5/24/2018 19:52,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
EEEEEEEEE,2018-05-24,,101.7,15000,15000,5/24/2018 19:54,5/24/2018 19:54,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,99.7,15000,15000,5/24/2018 19:54,5/24/2018 19:54,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.858,10000,10000,5/24/2018 19:59,5/24/2018 19:59,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,99.7,6000,6000,5/24/2018 20:00,5/24/2018 20:00,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,101.7,6000,6000,5/24/2018 20:00,5/24/2018 20:00,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
GGGGGGGGG,2018-05-24,,98.0,1000000,3675000,5/24/2018 20:05,5/24/2018 20:06,BROKER_DEALER,CUSTOMER,SELL,ESTIMATED
AAAAAAAAA,2018-05-24,,99.871,64000,64000,5/24/2018 20:13,5/24/2018 20:14,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-24,,99.875,64000,64000,5/24/2018 20:14,5/24/2018 20:14,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
DDDDDDDDD,2018-05-24,44.493983,98.96,1000000,1000000,5/24/2018 20:31,5/24/2018 20:31,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
EEEEEEEEE,2018-05-24,,101.7,10000,10000,5/24/2018 20:34,5/24/2018 20:35,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
AAAAAAAAA,2018-05-25,,99.778,1000000,1000000,5/25/2018 12:58,5/25/2018 12:59,BROKER_DEALER,CUSTOMER,SELL,ACTUAL
IIIIIIIII,2018-05-25,155.277303,91.772,1125000,1125000,5/25/2018 13:19,5/25/2018 13:20,BROKER_DEALER,NON_MEMBER,BUY,ACTUAL
DDDDDDDDD,2018-05-25,70.767277,98.391,2000,2000,5/25/2018 13:22,5/25/2018 13:22,BROKER_DEALER,BROKER_DEALER,SELL,ACTUAL
DDDDDDDDD,2018-05-25,70.767277,98.391,2000,2000,5/25/2018 13:22,5/25/2018 13:22,BROKER_DEALER,CUSTOMER,BUY,ACTUAL
